COMPLAINT_ID,ACCOUNT_NUMBER,COMPLAINT_DATE,CATEGORY,COMPLAINT_REASON,ROOT_CAUSE_DRIVER,CHANNEL,SEVERITY,ESCALATION_FLAG,STATUS,OUTCOME,RESOLUTION_TYPE,RESOLUTION_DAYS,GOODWILL_AMOUNT,GSOP_COMPENSATION_FLAG,OMBUDSMAN_REFERRAL_FLAG,REPEAT_COMPLAINT_FLAG,VULNERABLE_CUSTOMER_FLAG
13928,6000008066,2026-07-07,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Webchat,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,11,15.65,False,False,False,False
13929,6000018744,2025-06-04,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,App,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,5,30.0,True,False,False,False
13930,6000018744,2026-02-24,Refund Delay,Refund promised but not processed,No specific system driver,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,3,17.87,False,False,False,False
13931,6000019413,2024-08-26,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,App,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
13932,6000019413,2026-02-23,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,5,0.0,False,False,False,False
13933,6000019413,2026-05-22,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Letter,Low,False,Resolved - Upheld,Upheld,Refund Issued,11,11.62,False,False,True,False
13934,6000007208,2025-07-15,Missed Appointment,Appointment cancelled same day,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
13935,6000022774,2025-07-09,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Low,False,Closed - No Customer Response,Upheld,Apology,14,0.0,False,False,False,True
13936,6000022774,2026-04-05,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,App,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,True
13937,6000019840,2026-01-10,Customer Service,Complaint not logged first time,No specific system driver,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,11,0.0,False,False,False,False
13938,6000022816,2025-12-11,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,14,0.0,False,False,False,False
13939,6000022816,2026-05-21,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,App,Medium,False,Withdrawn,Not Upheld,No Action Required,9,0.0,False,False,False,False
13940,6000001727,2024-12-02,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,App,Medium,False,Resolved - Upheld,Upheld,Apology,9,0.0,False,False,False,True
13941,6000001727,2025-07-24,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,6,0.0,False,False,False,True
13942,6000001727,2025-09-21,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Social Media,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,10,10.85,False,False,True,True
13943,6000024916,2025-08-23,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,14,0.0,False,False,False,False
13944,6000024916,2026-04-10,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,14,0.0,False,False,False,False
13945,6000019809,2025-10-04,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
13946,6000002060,2025-12-06,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,4,9.29,False,False,False,False
13947,6000017129,2025-04-11,Customer Service,Long call wait times,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,11,52.92,False,False,False,False
13948,6000021023,2025-03-02,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,10,0.0,False,False,False,False
13949,6000019999,2024-12-13,Refund Delay,Refund promised but not processed,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Refund Issued,9,46.08,False,False,False,False
13950,6000019999,2025-01-16,Customer Service,Complaint not logged first time,No specific system driver,Webchat,Low,False,Reopened,Not Upheld,No Action Required,4,0.0,False,False,True,False
13951,6000004505,2025-01-08,Website / App,App shows wrong balance,No specific system driver,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
13952,6000004505,2026-02-20,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Withdrawn,Upheld,Apology,13,0.0,False,False,False,False
13953,6000011087,2025-02-04,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Webchat,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,2,80.08,False,False,False,False
13954,6000020571,2026-08-17,Contract / Pricing,Renewal price much higher than quoted,Contract / Pricing,Webchat,Low,False,Open,,,0,0.0,False,False,False,False
13955,6000017192,2026-08-17,Customer Service,Long call wait times,No specific system driver,Webchat,Low,False,Open,,,0,0.0,False,False,False,False
13956,6000001108,2024-09-19,Final Bill / Move Out,Charged after move-out date,Final Bill / Move Out,Email,Medium,True,Resolved - Upheld,Upheld,Bill Adjustment / Credit,19,64.28,False,False,False,False
13957,6000001108,2025-11-26,Customer Service,Conflicting information from agents,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,False
13958,6000001794,2024-10-21,Smart Meter Installation,Installation left supply off,Smart Meter Installation,Email,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,6,30.0,True,False,False,False
13959,6000001794,2026-01-08,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Email,Low,False,Closed - No Customer Response,Upheld,Refund Issued,4,12.95,False,False,False,False
13960,6000011098,2025-11-03,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Email,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,9,0.0,False,False,False,False
13961,6000011098,2026-01-05,Smart Meter Installation,Pressure-selling of smart meter,Smart Meter Installation,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,4,50.88,False,False,True,False
13962,6000011098,2026-08-07,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Phone,Low,False,Open,,,0,0.0,False,False,False,False
13963,6000008259,2025-08-05,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Letter,Low,False,Resolved - Partially Upheld,Partially Upheld,Bill Adjustment / Credit,7,13.92,False,False,False,False
13964,6000022490,2025-08-09,Meter Reading Dispute,Read rejected as implausible,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
13965,6000019301,2025-02-26,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,4,46.43,False,False,False,False
13966,6000019301,2026-01-19,Customer Service,Conflicting information from agents,No specific system driver,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,9,30.83,False,False,False,False
13967,6000006725,2025-01-26,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,6,39.54,False,False,False,False
13968,6000006725,2025-05-16,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Bill Adjustment / Credit,7,36.71,False,False,False,False
13969,6000017224,2025-10-15,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Email,Low,False,Resolved - Upheld,Upheld,Refund Issued,5,20.72,False,False,False,False
13970,6000017224,2025-11-21,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Apology,8,0.0,False,False,True,False
13971,6000017224,2026-01-04,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,9,31.79,False,False,True,False
13972,6000017224,2026-05-03,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Medium,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,8,0.0,False,False,False,False
13973,6000005332,2025-05-19,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,12,22.2,False,False,False,False
13974,6000005332,2026-02-13,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
13975,6000004826,2026-02-07,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,App,Low,False,Resolved - Partially Upheld,Partially Upheld,Tariff Correction,1,0.0,False,False,False,False
13976,6000014362,2025-06-28,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
13977,6000014362,2025-08-08,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,11,105.89,False,False,True,False
13978,6000024259,2025-09-25,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,13,9.9,False,False,False,False
13979,6000024255,2024-10-18,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Social Media,Medium,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,10,0.0,False,False,False,True
13980,6000024255,2024-12-03,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Email,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,1,0.0,False,False,True,True
13981,6000024255,2025-01-20,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Closed - No Customer Response,Partially Upheld,Process Correction & Staff Feedback,6,0.0,False,False,True,True
13982,6000005293,2026-05-10,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,8,0.0,False,False,False,False
13983,6000014910,2025-02-26,Customer Service,Promised call-back never happened,No specific system driver,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,10,0.0,False,False,False,False
13984,6000014910,2025-07-25,Website / App,App shows wrong balance,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Apology,10,0.0,False,False,False,False
13985,6000000621,2025-05-08,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Letter,Low,False,Resolved - Upheld,Upheld,Apology,4,0.0,False,False,False,False
13986,6000007300,2026-04-18,Website / App,Login/registration failure,No specific system driver,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
13987,6000011419,2025-04-08,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,10,32.19,False,False,False,False
13988,6000011419,2025-11-15,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Refund Issued,2,15.59,False,False,False,False
13989,6000015411,2025-06-21,Website / App,Cannot submit meter reading online,No specific system driver,Social Media,Low,False,Resolved - Upheld,Upheld,Apology,14,0.0,False,False,False,False
13990,6000005112,2026-07-10,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,False,False
13991,6000006133,2026-05-05,Website / App,Login/registration failure,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,10,0.0,False,False,False,False
13992,6000007178,2025-08-06,Smart Meter Installation,Installation left supply off,Smart Meter Installation,Webchat,Medium,True,Resolved - Upheld,Upheld,Apology,21,0.0,False,False,False,True
13993,6000007178,2025-10-26,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,14,0.0,False,False,True,True
13994,6000002193,2025-06-04,Meter Reading Dispute,Reader could not access meter,No specific system driver,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Bill Adjustment / Credit,9,29.55,False,False,False,True
13995,6000002193,2025-12-24,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,6,15.73,False,False,False,True
13996,6000005272,2026-08-14,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Phone,Low,False,Open,,,0,0.0,False,False,False,False
13997,6000015106,2026-08-15,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,App,Medium,True,Open,,,0,0.0,False,False,False,False
13998,6000010614,2026-04-27,Customer Service,Promised call-back never happened,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,8,0.0,False,False,False,False
13999,6000007984,2024-11-20,Customer Service,Long call wait times,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,False,True
14000,6000023264,2024-11-05,Customer Service,Promised call-back never happened,No specific system driver,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,4,24.04,False,False,False,False
14001,6000020751,2025-01-02,Refund Delay,Final credit refund overdue,No specific system driver,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,False
14002,6000020751,2026-01-20,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,App,Medium,True,Resolved - Upheld,Upheld,Apology,25,0.0,False,False,False,False
14003,6000020751,2026-05-25,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Phone,Low,False,Closed - No Customer Response,Upheld,Bill Adjustment / Credit,14,15.27,False,False,False,False
14004,6000005760,2024-12-11,Meter Reading Dispute,Read rejected as implausible,No specific system driver,Webchat,Low,True,Resolved - Upheld,Upheld,Apology,41,0.0,False,False,False,False
14005,6000005760,2025-11-08,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
14006,6000007388,2024-08-03,Website / App,Cannot submit meter reading online,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,14,0.0,False,False,False,False
14007,6000007388,2024-09-11,Billing - Back Billing,Large catch-up bill without warning,No specific system driver,Phone,Medium,False,Closed - No Customer Response,Upheld,Goodwill Payment,5,11.42,False,False,True,False
14008,6000007388,2026-07-26,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,9,30.79,False,False,False,False
14009,6000020105,2026-08-02,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,Phone,Medium,False,Open,,,0,0.0,False,False,False,True
14010,6000000929,2024-11-08,Website / App,App shows wrong balance,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,9,0.0,False,False,False,True
14011,6000000929,2025-02-27,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Apology,4,0.0,False,False,False,True
14012,6000000953,2026-01-01,Customer Service,Conflicting information from agents,No specific system driver,Phone,Low,False,Reopened,Upheld,Process Correction & Staff Feedback,1,0.0,False,False,False,False
14013,6000000953,2026-03-27,Customer Service,Conflicting information from agents,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Apology,1,0.0,False,False,True,False
14014,6000005453,2026-08-08,Meter Fault,Meter recording usage while supply off,Meter Fault,Phone,High,False,Open,,,0,0.0,False,False,False,False
14015,6000006728,2025-04-28,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Email,Low,False,Reopened,Upheld,Refund Issued,1,40.14,False,False,False,False
14016,6000012141,2025-03-16,Customer Service,Complaint not logged first time,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,12,0.0,False,False,False,False
14017,6000012141,2025-04-14,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,1,24.64,False,False,True,False
14018,6000012141,2025-07-28,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Email,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,3,54.96,False,False,False,False
14019,6000001103,2024-12-22,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Email,Medium,False,Reopened,Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,True
14020,6000001103,2025-03-11,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,11,0.0,False,False,True,True
14021,6000001103,2025-08-09,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,13,30.33,False,False,False,True
14022,6000000675,2026-01-09,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Letter,Low,False,Withdrawn,Partially Upheld,Apology,14,0.0,False,False,False,False
14023,6000011717,2025-01-17,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Apology,7,0.0,False,False,False,False
14024,6000002605,2025-01-05,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Webchat,Low,True,Resolved - Not Upheld,Not Upheld,No Action Required,56,0.0,False,False,False,False
14025,6000015722,2025-04-01,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
14026,6000019425,2026-02-21,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Refund Issued,8,13.94,False,False,False,False
14027,6000005030,2024-08-01,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Webchat,Medium,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,14,17.12,False,False,False,False
14028,6000005030,2025-06-15,Refund Delay,Refund promised but not processed,No specific system driver,App,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,8,25.63,False,False,False,False
14029,6000002447,2024-09-05,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,False
14030,6000002447,2025-12-06,Missed Appointment,Appointment cancelled same day,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,GSOP Compensation,7,30.0,True,False,False,False
14031,6000002447,2026-07-12,Contract / Pricing,Fixed price not honoured,Contract / Pricing,App,Low,False,Resolved - Partially Upheld,Partially Upheld,No Action Required,10,0.0,False,False,False,False
14032,6000021309,2025-08-13,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,4,0.0,False,False,False,False
14033,6000002280,2025-12-11,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
14034,6000020565,2025-10-27,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Webchat,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,10,0.0,False,False,False,False
14035,6000000583,2025-05-11,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,10,98.11,False,False,False,False
14036,6000000583,2026-02-06,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
14037,6000010986,2025-11-11,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,4,38.84,False,False,False,True
14038,6000010986,2026-03-26,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,App,Medium,False,Resolved - Upheld,Upheld,Apology,8,0.0,False,False,False,True
14039,6000010986,2026-04-09,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,8,0.0,False,False,True,True
14040,6000020219,2026-01-05,Website / App,Cannot submit meter reading online,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,False
14041,6000020219,2026-06-17,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,4,6.7,False,False,False,False
14042,6000010224,2025-09-26,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,1,8.73,False,False,False,False
14043,6000020650,2024-10-25,Customer Service,Conflicting information from agents,No specific system driver,Letter,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,False
14044,6000007692,2025-06-20,Billing - Back Billing,Large catch-up bill without warning,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,3,20.51,False,False,False,False
14045,6000017069,2024-11-14,Customer Service,Complaint not logged first time,No specific system driver,Phone,Low,True,Withdrawn,Not Upheld,No Action Required,28,0.0,False,False,False,False
14046,6000009858,2025-07-18,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Webchat,Medium,False,Resolved - Upheld,Upheld,Apology,13,0.0,False,False,False,True
14047,6000003479,2025-02-21,Refund Delay,Credit refund not received,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,13,33.35,False,False,False,False
14048,6000002798,2025-04-05,Website / App,Cannot submit meter reading online,No specific system driver,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,3,0.0,False,False,False,False
14049,6000016520,2024-08-17,Customer Service,Conflicting information from agents,No specific system driver,App,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,False
14050,6000016520,2025-09-26,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Email,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,12,26.96,False,False,False,False
14051,6000016520,2025-11-25,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,True,False
14052,6000012162,2026-06-05,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,7,11.85,False,False,False,False
14053,6000010709,2026-02-01,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Apology,4,0.0,False,False,False,False
14054,6000002389,2024-11-17,Customer Service,Conflicting information from agents,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,False
14055,6000002389,2026-01-24,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,13,0.0,False,False,False,False
14056,6000003491,2025-11-22,Refund Delay,Refund promised but not processed,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,11,34.8,False,False,False,False
14057,6000004246,2026-01-13,Vulnerable Customer Handling,Communication format request ignored,No specific system driver,App,High,False,Resolved - Upheld,Upheld,Goodwill Payment,1,7.29,False,False,False,False
14058,6000004246,2026-06-08,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,GSOP Compensation,10,30.0,True,False,False,False
14059,6000005292,2025-01-17,Website / App,Login/registration failure,No specific system driver,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,3,0.0,False,False,False,False
14060,6000005292,2025-08-02,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,3,0.0,False,False,False,False
14061,6000017273,2026-02-16,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Email,Low,True,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
14062,6000020990,2025-06-28,Website / App,App shows wrong balance,No specific system driver,Social Media,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,2,0.0,False,False,False,False
14063,6000020990,2025-11-02,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,12,0.0,False,False,False,False
14064,6000002336,2025-01-06,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,Email,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,5,0.0,False,False,False,False
14065,6000002336,2025-12-09,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,10,0.0,False,False,False,False
14066,6000002336,2026-01-27,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Webchat,Medium,False,Resolved - Upheld,Upheld,Refund Issued,10,44.18,False,False,True,False
14067,6000000222,2025-08-26,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Apology,14,0.0,False,False,False,False
14068,6000011188,2024-08-20,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,Phone,Low,True,Resolved - Upheld,Upheld,Refund Issued,43,17.59,False,False,False,False
14069,6000000557,2026-05-25,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Letter,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,7,42.81,False,False,False,False
14070,6000018906,2026-03-17,Final Bill / Move Out,Final bill not received,Final Bill / Move Out,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
14071,6000015822,2024-11-17,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,8,0.0,False,False,False,False
14072,6000015822,2026-05-22,Final Bill / Move Out,Charged after move-out date,Final Bill / Move Out,Email,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
14073,6000020590,2024-10-04,Missed Appointment,Appointment cancelled same day,No specific system driver,Phone,Low,True,Resolved - Upheld,Upheld,GSOP Compensation,17,30.0,True,False,False,False
14074,6000020590,2026-08-04,Customer Service,Long call wait times,No specific system driver,Email,Low,False,Open,,,0,0.0,False,False,False,False
14075,6000002819,2025-09-01,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,3,37.46,False,False,False,False
14076,6000002819,2025-12-15,Missed Appointment,Appointment cancelled same day,No specific system driver,Social Media,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,13,0.0,False,False,False,False
14077,6000009469,2025-08-21,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,App,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
